rmse,lr
0.9645798662550616,0.011199999999999988
0.957776569317422,0.011299999999999987
0.9691794994742366,0.011399999999999987
0.973424227606824,0.011499999999999986
0.968508360394363,0.011599999999999985
0.9818876289193307,0.011699999999999985
0.9805745150537248,0.011799999999999984
0.9776631388815501,0.011899999999999984
0.9739789652571093,0.011999999999999983
0.9686037952689027,0.012099999999999982
0.9785479571082946,0.012199999999999982
0.9648953414879867,0.012299999999999981
0.9692039786511182,0.01239999999999998
0.98737492651496,0.01249999999999998
0.9913891421649423,0.01259999999999998
0.9709267797969399,0.012699999999999979
0.975466641121877,0.012799999999999978
0.9732594813033425,0.012899999999999977
0.9820286318925739,0.012999999999999977
0.9765243081584392,0.013099999999999976
0.9858136711307469,0.013199999999999976
0.9828753540191856,0.013299999999999975
0.9842742710673384,0.013399999999999974
0.978197455636023,0.013499999999999974
0.9784274451194341,0.013599999999999973
1.0053475635616627,0.013699999999999973
1.0088974902494856,0.013799999999999972
0.9887039943939051,0.013899999999999971
0.9973590035757264,0.01399999999999997
1.0059041941342854,0.01409999999999997
0.9990667559591314,0.01419999999999997
1.0162966497518495,0.014299999999999969
1.0091011336946334,0.014399999999999968
1.0157950858440328,0.014499999999999968
0.9952704923015591,0.014599999999999967
0.9901310125240735,0.014699999999999967
0.997474227053278,0.014799999999999966
1.017710697897339,0.014899999999999965
0.9885014417927712,0.014999999999999965
1.0133269261881386,0.015099999999999964
1.0126064160027193,0.015199999999999964
1.0094424725034337,0.015299999999999963
1.0013701428065906,0.015399999999999962
0.9948666057333488,0.015499999999999962
0.9948605871283044,0.015599999999999961
1.0043963715572863,0.01569999999999996
1.006484926474435,0.01579999999999996
1.008758205361981,0.01589999999999996
0.9922134115718118,0.01599999999999996
1.0153790581477395,0.016099999999999958
0.9948625839022296,0.016199999999999957
0.9948384346672493,0.016299999999999957
0.9948746546267512,0.016399999999999956
0.9948505418750949,0.016499999999999956
0.9948404762453099,0.016599999999999955
0.9948464931952414,0.016699999999999954
0.9948666123545294,0.016799999999999954
0.9948364401113552,0.016899999999999953
0.9948545540849724,0.016999999999999953
0.9948364342311836,0.017099999999999952
0.9948284157157493,0.01719999999999995
0.9948304229937043,0.01729999999999995
0.9948263860328278,0.01739999999999995
0.9948264086984882,0.01749999999999995
0.9948585606596457,0.01759999999999995
1.0370792155573152,0.01769999999999995
0.9948525141423028,0.017799999999999948
0.9948404697097093,0.017899999999999947
0.994868625509632,0.017999999999999947
0.9948625840676096,0.018099999999999946
0.9948505296778215,0.018199999999999945
1.0415536104316843,0.018299999999999945
0.9948243585473552,0.018399999999999944
0.9948585618538212,0.018499999999999944
0.9948424978940902,0.018599999999999943
0.9948303901716752,0.018699999999999942
0.9948243758275698,0.018799999999999942
0.9948625967161325,0.01889999999999994
0.9948424809886832,0.01899999999999994
0.9948505268422299,0.01909999999999994
0.9948444696206388,0.01919999999999994
0.9948404656225711,0.01929999999999994
0.9948344348537344,0.019399999999999938
0.9948464835653116,0.019499999999999938
0.994846506381629,0.019599999999999937
0.9948304126002636,0.019699999999999936
0.9948364263981074,0.019799999999999936
0.9948625805783998,0.019899999999999935
0.9947962609237985,0.019999999999999934
